,id,carat,clarity,color,cut,depth,table,x,y,z
3814,140185477,0.55,VVS2,D,Ideal,60.8,56.0,5.29,5.32,3.23
3815,251611626,0.55,VVS2,D,Ideal,61.5,56.0,5.26,5.28,3.24
3816,906997746,0.55,VVS2,D,Ideal,60.8,56.0,5.31,5.34,3.24
3817,223723305,0.7,VS2,F,Ideal,61.0,55.0,5.74,5.79,3.52
3818,775541474,0.77,VS1,H,Ideal,61.3,56.0,5.91,5.97,3.64
3819,734594960,0.9,SI1,I,Premium,62.1,59.0,6.2,6.17,3.84
3820,333257426,1.11,SI2,I,Premium,62.5,56.0,6.63,6.55,4.12
3821,120344556,0.73,VS2,E,Ideal,61.7,57.0,5.75,5.78,3.55
3822,498528176,0.9,SI2,F,Good,57.9,62.0,6.23,6.35,3.64
3823,839546308,0.7,VS1,D,Premium,62.5,60.0,5.62,5.67,3.53
3824,319652512,0.8,VS2,F,Very Good,62.1,60.0,5.86,5.92,3.66
3825,670208483,0.8,VS1,F,Very Good,63.6,56.0,5.83,5.94,3.74
3826,696751504,0.73,VS1,E,Ideal,61.4,55.0,5.8,5.82,3.57
3827,559116332,0.7,SI1,D,Ideal,61.6,57.0,5.69,5.74,3.52
3828,971880095,0.7,SI1,D,Ideal,61.8,55.0,5.72,5.74,3.54
3829,752088397,0.73,VS1,E,Good,60.8,61.0,5.77,5.8,3.52
3830,635020320,0.7,VS1,E,Ideal,62.1,56.0,5.7,5.66,3.53
3831,335898507,1.0,SI2,H,Premium,61.0,60.0,6.42,6.36,3.9
3832,570449460,1.0,SI1,I,Ideal,58.5,55.0,6.47,6.42,3.77
3833,603624435,0.88,VS2,H,Very Good,63.2,57.0,6.08,6.15,3.87
3834,774803830,0.78,VS1,G,Very Good,61.5,55.0,5.92,5.97,3.66
3835,603504969,1.0,SI2,H,Good,63.7,58.0,6.28,6.15,3.96
3836,241878026,1.0,SI2,H,Premium,59.0,58.0,6.62,6.5,3.87
3837,136476028,1.0,SI2,H,Fair,66.1,59.0,6.18,6.13,4.07
3838,880326100,0.9,SI2,D,Very Good,60.3,63.0,6.22,6.12,3.72
3839,228937604,0.9,SI2,D,Good,60.3,64.0,6.14,6.1,3.69
3840,765522562,0.9,SI2,D,Fair,64.9,57.0,6.03,5.98,3.9
3841,465028780,0.9,SI2,D,Premium,63.0,58.0,6.16,6.12,3.87
3842,349829875,0.9,SI2,D,Fair,64.5,61.0,6.1,6.0,3.9
3843,349832568,0.9,VS2,I,Very Good,63.1,57.0,6.12,6.09,3.85
3844,889357691,0.78,VS2,D,Premium,63.0,58.0,5.86,5.8,3.67
3845,785648053,0.91,SI1,H,Premium,60.9,58.0,6.22,6.26,3.8
3846,855739709,0.72,VVS2,H,Ideal,60.9,56.0,5.78,5.84,3.54
3847,299614440,0.84,VS2,I,Ideal,61.7,55.0,6.07,6.11,3.76
3848,308523214,0.74,VS2,D,Very Good,59.8,58.0,5.9,5.94,3.54
3849,519905599,0.7,VS1,D,Very Good,61.6,58.0,5.67,5.73,3.51
3850,502659003,0.8,VS1,F,Good,59.0,60.9,6.03,6.04,3.56
3851,138595518,1.01,SI2,F,Fair,64.8,55.0,6.37,6.26,4.1
3852,619194552,0.91,VS2,J,Very Good,61.9,59.0,6.11,6.16,3.8
3853,208959147,0.7,VVS2,F,Ideal,61.0,57.0,5.73,5.75,3.5
3854,378929188,0.72,VS1,G,Ideal,61.6,56.0,5.75,5.78,3.55
3855,422624255,0.72,VS1,G,Ideal,61.3,56.0,5.75,5.8,3.54
3856,699526263,0.72,VS1,G,Ideal,61.2,57.0,5.76,5.79,3.53
3857,244762734,0.72,VS1,G,Ideal,61.7,56.0,5.75,5.78,3.56
3858,987109974,0.72,VS1,G,Ideal,61.4,56.0,5.75,5.79,3.55
3859,589888747,0.72,VS1,G,Ideal,61.8,56.0,5.74,5.76,3.55
3860,726182500,0.72,VS1,G,Ideal,60.3,57.0,5.82,5.86,3.52
3861,916567527,0.72,VS1,G,Ideal,61.5,57.0,5.74,5.79,3.54
3862,937400530,0.72,VS1,G,Ideal,61.0,55.0,5.81,5.83,3.55
3863,427479889,0.72,VS1,G,Ideal,60.4,57.0,5.81,5.84,3.52
3864,291759824,0.86,SI2,E,Ideal,60.0,56.0,6.22,6.24,3.74
3865,520280800,0.9,SI2,G,Premium,62.4,55.0,6.17,6.13,3.84
3866,110918257,0.9,SI2,G,Very Good,60.3,63.0,6.33,6.25,3.79
3867,507954881,0.9,VS2,I,Premium,61.6,58.0,6.15,6.09,3.77
3868,303053030,0.71,VS1,D,Premium,61.6,58.0,5.78,5.72,3.54
3869,816516801,0.96,SI2,D,Very Good,60.2,63.0,6.3,6.36,3.81
3870,388121809,1.13,I1,H,Premium,62.7,59.0,6.58,6.63,4.14
3871,181634886,0.71,VS1,F,Ideal,61.3,56.0,5.76,5.78,3.53
3872,812901347,0.9,SI2,H,Very Good,61.2,57.0,6.21,6.27,3.82
3873,664093787,0.9,SI2,H,Very Good,62.3,61.0,6.15,6.17,3.84
3874,439976529,0.81,SI1,F,Ideal,62.3,55.0,5.96,6.0,3.72
3875,640930785,0.83,SI1,E,Premium,60.7,58.0,6.06,6.09,3.69
3876,989696909,0.9,SI2,E,Very Good,63.7,56.0,6.08,6.13,3.89
3877,963148905,0.83,SI1,F,Ideal,62.8,56.0,5.97,6.01,3.76
3878,585545472,1.01,SI1,H,Fair,64.4,59.0,6.22,6.17,3.99
3879,990519675,1.02,SI1,J,Very Good,61.9,60.0,6.37,6.42,3.96
3880,849093178,0.9,VS1,I,Very Good,63.2,57.0,6.1,6.05,3.84
3881,306437404,0.9,VS1,I,Premium,62.9,60.0,6.09,6.05,3.82
3882,865703918,0.9,VS1,I,Very Good,63.5,57.0,6.06,6.03,3.84
3883,616399282,0.9,SI1,H,Good,63.1,63.0,6.04,6.1,3.83
3884,624468766,1.01,VS1,I,Good,64.2,60.0,6.35,6.27,4.05
3885,177174190,0.9,VS1,I,Premium,61.2,61.0,6.2,6.15,3.78
3886,332960583,1.01,I1,E,Good,61.5,65.0,6.28,6.21,3.84
3887,317041273,0.91,SI1,H,Good,63.9,60.0,6.08,6.13,3.9
3888,392514728,0.98,SI2,F,Premium,62.3,56.0,6.44,6.35,3.98
3889,124264017,0.75,VVS2,G,Premium,62.5,56.0,5.84,5.78,3.63
3890,807192665,0.74,VS2,D,Ideal,62.0,57.0,5.79,5.83,3.6
3891,364421620,0.73,VVS1,G,Ideal,61.6,56.0,5.77,5.82,3.57
3892,174256898,0.77,VS1,E,Very Good,59.4,61.0,5.98,5.94,3.54
3893,810097710,0.9,VS2,I,Very Good,63.4,57.0,6.07,6.1,3.86
3894,330495029,0.9,VS2,I,Very Good,63.4,56.0,6.09,6.12,3.87
3895,380981185,0.77,VS2,D,Very Good,61.2,59.0,5.86,5.91,3.6
3896,894573665,0.77,VS2,D,Good,63.1,57.0,5.83,5.86,3.69
3897,136643404,0.9,SI2,G,Very Good,61.4,58.0,6.16,6.21,3.8
3898,921973172,0.91,SI2,F,Very Good,63.1,56.0,6.13,6.17,3.88
3899,763967132,0.89,VS1,H,Premium,60.5,59.0,6.22,6.17,3.75
3900,195711052,0.92,VS1,J,Ideal,62.0,55.0,6.24,6.27,3.88
3901,757906013,0.72,VS1,F,Ideal,61.8,56.0,5.72,5.77,3.55
3902,120513133,0.9,SI2,G,Good,62.7,59.0,6.04,6.12,3.81
3903,310685851,0.9,SI2,G,Premium,59.9,58.0,6.22,6.27,3.74
3904,246341727,0.73,VS1,E,Very Good,61.5,57.0,5.78,5.83,3.57
3905,354711170,0.9,SI2,H,Very Good,62.1,58.0,6.1,6.18,3.81
3906,148926017,0.72,VVS1,G,Ideal,62.2,54.4,5.73,5.76,3.57
3907,462803986,0.72,VS2,D,Very Good,62.9,58.0,5.67,5.71,3.58
3908,846170660,0.73,VS1,F,Ideal,61.4,55.0,5.81,5.84,3.57
3909,249817977,0.71,VVS2,F,Very Good,60.6,58.0,5.76,5.79,3.5
3910,725189314,0.8,VS2,E,Premium,63.0,56.0,5.91,5.84,3.7
3911,960165772,0.54,VVS1,D,Ideal,61.2,57.0,5.25,5.27,3.22
3912,629038863,0.8,VS2,G,Ideal,62.1,57.0,5.95,6.0,3.71
3913,887879335,0.78,VS2,E,Premium,62.8,60.0,5.86,5.79,3.66
3914,180858489,0.72,VVS2,E,Very Good,61.3,60.0,5.73,5.76,3.52
3915,912686579,0.74,VVS2,G,Ideal,60.9,58.0,5.85,5.88,3.57
3916,290148427,0.72,VS2,F,Ideal,61.3,55.0,5.78,5.83,3.56
3917,657167194,0.72,VS2,D,Ideal,62.6,58.0,5.7,5.73,3.58
3918,741866193,0.83,VS2,F,Premium,60.2,60.0,6.09,6.04,3.65
3919,842847757,1.02,SI1,J,Premium,61.2,57.0,6.58,6.43,3.98
3920,757800486,1.02,SI2,G,Premium,61.8,58.0,6.47,6.4,3.98
3921,525387075,0.56,VVS1,D,Ideal,61.9,56.0,5.32,5.28,3.28
3922,574201055,0.91,SI2,F,Very Good,63.5,56.0,6.16,6.12,3.89
3923,486659920,0.74,SI1,E,Very Good,59.9,56.0,5.89,5.93,3.54
3924,105213107,0.81,VVS2,H,Ideal,62.0,57.0,5.93,5.97,3.69
3925,742691401,0.76,VS2,E,Ideal,61.5,59.0,5.84,5.86,3.6
3926,133086980,0.74,SI1,E,Ideal,60.8,56.0,5.85,5.89,3.57
3927,204400428,1.51,I1,G,Good,64.0,59.0,7.29,7.17,4.63
3928,896833157,0.74,VS2,D,Very Good,62.2,59.0,5.8,5.84,3.62
3929,689525548,0.9,VS1,J,Ideal,62.4,56.0,6.15,6.18,3.85
3930,409219379,0.91,SI2,H,Premium,62.1,56.0,6.24,6.15,3.85
3931,781922732,1.01,SI2,J,Premium,61.7,58.0,6.4,6.44,3.96
3932,537179081,1.01,SI2,J,Premium,61.8,60.0,6.37,6.41,3.95
3933,805045629,1.01,SI1,J,Very Good,62.9,57.0,6.35,6.37,4.0
3934,624847791,0.62,VVS1,F,Ideal,61.9,56.0,5.46,5.48,3.38
3935,611997111,0.71,VVS2,F,Ideal,62.0,57.0,5.7,5.65,3.52
3936,743273755,0.9,SI1,H,Very Good,63.3,58.0,6.04,6.13,3.85
3937,114033479,0.93,VS1,H,Good,59.1,64.0,6.36,6.27,3.73
3938,268968439,0.9,SI2,G,Ideal,62.4,56.0,6.14,6.19,3.85
3939,847737005,0.83,SI1,F,Ideal,61.7,57.0,6.04,6.08,3.74
3940,992140817,0.9,VS1,H,Fair,65.9,60.0,5.99,5.96,3.94
3941,645557781,1.01,SI2,H,Ideal,61.6,56.0,6.48,6.44,3.98
3942,207910199,0.7,VS1,D,Premium,61.0,59.0,5.79,5.72,3.51
3943,744455540,0.8,SI1,D,Very Good,62.9,60.0,5.89,5.94,3.72
3944,865916387,0.72,VVS1,G,Ideal,62.2,57.0,5.72,5.75,3.57
3945,636458061,0.71,SI1,D,Ideal,60.8,57.0,5.75,5.78,3.5
3946,545151519,0.71,SI1,D,Ideal,61.8,56.0,5.72,5.76,3.54
3947,739726525,0.71,SI1,D,Ideal,61.4,55.0,5.78,5.82,3.56
3948,851903599,0.8,VS2,F,Premium,62.1,60.0,5.92,5.86,3.66
3949,670123333,0.9,SI2,I,Very Good,61.5,57.0,6.16,6.19,3.8
3950,252467242,0.85,SI1,E,Ideal,62.8,56.0,6.05,6.02,3.79
3951,771297293,0.7,VVS1,F,Premium,61.6,59.0,5.71,5.76,3.53
3952,550538692,0.71,VVS2,G,Ideal,61.5,56.0,5.74,5.69,3.52
3953,552072303,0.7,VS2,E,Ideal,61.0,56.0,5.74,5.78,3.52
3954,201806548,0.7,VS2,E,Ideal,61.3,57.0,5.73,5.75,3.52
3955,376389037,0.7,VS2,E,Ideal,60.8,56.0,5.74,5.78,3.5
3956,610405218,1.52,I1,H,Fair,64.9,58.0,7.18,7.13,4.65
3957,426216936,1.2,I1,I,Ideal,61.9,56.0,6.82,6.85,4.23
3958,208588720,0.9,SI1,D,Good,61.9,64.0,6.09,6.0,3.74
3959,728988107,0.91,SI1,G,Good,63.1,63.0,6.11,6.16,3.87
3960,787242510,0.83,SI1,E,Premium,58.4,59.0,6.22,6.18,3.62
3961,128108876,1.01,SI2,G,Very Good,63.1,55.0,6.36,6.31,4.0
3962,156956440,1.01,SI2,H,Premium,62.0,60.0,6.39,6.25,3.92
3963,960773234,0.81,VS1,G,Very Good,63.1,58.0,5.92,5.96,3.75
3964,843024317,1.01,SI2,F,Premium,61.8,54.0,6.47,6.42,3.98
3965,503460353,0.9,SI2,F,Premium,62.2,61.0,6.08,6.04,3.77
3966,461256043,0.9,SI2,F,Premium,61.5,61.0,6.1,6.06,3.74
3967,841333656,1.03,I1,F,Ideal,61.1,55.0,6.54,6.51,3.99
3968,484944930,1.19,I1,E,Very Good,60.2,61.0,6.87,6.91,4.15
3969,715205637,0.9,SI1,E,Premium,59.0,59.0,6.34,6.3,3.73
3970,278334074,0.9,SI1,E,Very Good,63.5,55.0,6.22,6.12,3.92
3971,810962060,0.9,SI1,E,Fair,65.5,59.0,6.06,6.03,3.96
3972,998909821,0.55,IF,D,Good,58.0,62.0,5.31,5.41,3.12
3973,630579999,0.73,VS1,D,Ideal,61.1,57.0,5.85,5.81,3.56
3974,995431710,0.9,SI1,E,Good,63.8,56.0,6.09,6.17,3.91
3975,158983342,1.15,I1,G,Very Good,61.2,58.0,6.74,6.8,4.14
3976,500545950,0.9,SI1,E,Very Good,62.9,57.0,6.11,6.17,3.86
3977,454501600,0.73,VS1,E,Ideal,61.9,56.0,5.78,5.81,3.59
3978,617592900,0.73,VVS2,E,Very Good,63.4,58.0,5.68,5.7,3.61
3979,499168044,0.91,SI2,D,Premium,58.3,60.0,6.4,6.33,3.71
3980,674394896,1.0,SI1,H,Premium,62.2,51.0,6.47,6.4,4.0
3981,285457943,1.0,SI1,H,Fair,65.5,57.0,6.26,6.21,4.08
3982,599257105,1.0,SI1,H,Fair,65.5,57.0,6.26,6.21,4.08
3983,773714494,1.01,SI2,G,Good,60.8,63.0,6.36,6.4,3.88
3984,518760561,1.04,SI2,I,Premium,61.6,58.0,6.58,6.47,4.02
3985,137655126,0.9,SI1,G,Good,63.9,60.0,6.1,6.07,3.89
3986,534717323,0.9,SI1,G,Very Good,63.2,62.0,6.19,6.09,3.88
3987,344502405,1.02,VS2,J,Premium,61.6,58.0,6.4,6.35,3.93
3988,294598120,0.82,VS1,F,Premium,62.1,56.0,6.02,5.97,3.72
3989,626516349,0.82,VS2,F,Ideal,61.9,57.0,5.96,5.99,3.7
3990,286721225,0.8,VS1,G,Premium,62.5,58.0,5.9,5.94,3.7
3991,699434509,0.81,SI1,H,Ideal,61.9,56.0,5.92,5.97,3.68
3992,170698979,1.06,SI2,I,Very Good,58.4,62.0,6.65,6.7,3.9
3993,789344701,0.71,VS2,F,Ideal,61.5,55.0,5.74,5.77,3.54
3994,608444589,0.71,VS2,F,Ideal,61.8,55.0,5.74,5.76,3.55
3995,745525701,0.71,VS2,F,Ideal,61.6,56.0,5.74,5.77,3.54
3996,146283045,0.71,VS1,E,Ideal,62.0,56.0,5.72,5.74,3.55
3997,424794225,0.9,SI2,H,Ideal,62.0,57.0,6.19,6.17,3.83
3998,357361941,0.76,VS2,E,Very Good,63.4,58.0,5.76,5.82,3.67
3999,958500598,0.7,VVS1,H,Ideal,61.5,57.0,5.69,5.73,3.51
4000,729610763,0.74,SI1,D,Ideal,61.8,56.0,5.84,5.88,3.62
4001,810930765,0.53,IF,D,Ideal,61.5,54.0,5.27,5.21,3.22
4002,687510899,0.94,SI2,F,Very Good,62.4,58.0,6.17,6.23,3.87
4003,277852111,0.74,VS2,E,Ideal,60.2,55.0,5.87,5.92,3.55
4004,888424071,0.71,VS1,D,Ideal,60.9,57.0,5.74,5.76,3.5
4005,671298589,0.9,VS2,I,Very Good,63.3,58.0,6.07,6.13,3.86
4006,449320797,0.9,SI2,F,Very Good,60.3,57.0,6.27,6.34,3.8
4007,985270932,0.9,SI2,F,Very Good,61.1,54.0,6.27,6.29,3.84
4008,251705249,0.9,SI2,F,Very Good,61.4,57.0,6.21,6.24,3.82
4009,336164928,0.9,SI2,F,Very Good,61.6,58.0,6.15,6.23,3.81
4010,982203689,0.9,SI2,F,Good,63.1,58.0,6.11,6.13,3.86
4011,927548244,0.9,SI2,F,Very Good,62.4,59.0,6.12,6.16,3.83
4012,520525231,0.9,SI2,F,Very Good,62.3,58.0,6.16,6.19,3.85
4013,524736246,0.9,SI2,F,Good,63.1,56.0,6.12,6.18,3.88
4014,938461029,0.79,SI1,F,Very Good,62.9,57.0,5.86,5.94,3.71
4015,637633870,1.02,I1,E,Premium,60.4,62.0,6.52,6.47,3.92
4016,563864135,1.0,I1,E,Ideal,61.8,56.0,6.38,6.43,3.96
4017,467080200,0.91,SI2,E,Good,63.1,61.0,6.04,6.14,3.84
4018,716573116,0.91,SI1,H,Good,63.8,60.0,6.0,6.16,3.88
4019,410478091,1.02,SI2,I,Ideal,62.9,56.0,6.45,6.37,4.03
4020,151855618,0.9,SI2,G,Ideal,62.5,56.0,6.15,6.2,3.86
4021,150988886,0.9,SI2,G,Ideal,61.2,57.0,6.24,6.28,3.83
4022,410878928,0.93,SI1,G,Ideal,60.9,57.0,6.29,6.25,3.82
4023,776603955,0.72,VS1,D,Ideal,61.6,56.0,5.73,5.8,3.55
4024,610544877,0.96,SI1,G,Good,56.6,63.0,6.52,6.39,3.67
4025,786094784,0.73,VVS2,F,Ideal,61.7,54.0,5.76,5.82,3.57
4026,591282926,0.7,VVS1,H,Ideal,60.3,56.0,5.77,5.82,3.49
4027,601250273,0.71,VS1,D,Good,59.2,56.0,5.84,5.85,3.46
4028,343562034,1.11,SI1,J,Premium,59.5,58.0,6.89,6.77,4.07
4029,675366176,0.75,VVS2,G,Ideal,61.3,55.0,5.85,5.89,3.59
4030,503113868,0.73,VS1,G,Ideal,61.7,56.0,5.76,5.79,3.56
4031,278205463,0.9,SI2,E,Very Good,63.2,59.0,6.1,6.15,3.87
4032,402077481,0.71,SI1,E,Ideal,60.5,56.0,5.81,5.84,3.53
4033,393740173,0.95,SI2,E,Very Good,58.7,63.0,6.43,6.37,3.76
4034,926949724,1.0,SI1,F,Premium,62.4,58.0,6.39,6.27,3.95
4035,493681362,1.0,SI2,G,Ideal,60.3,57.0,6.51,6.45,3.91
4036,713877526,0.82,VS2,G,Very Good,62.1,56.0,5.94,5.98,3.7
4037,758441697,0.73,VS2,D,Ideal,61.4,56.0,5.78,5.81,3.56
4038,685206564,1.0,SI2,H,Good,63.9,58.0,6.36,6.28,4.03
4039,732548468,1.0,SI1,J,Premium,61.9,62.0,6.36,6.33,3.93
4040,968524782,1.0,SI2,I,Good,63.9,60.0,6.3,6.26,4.01
4041,934994089,1.24,I1,E,Premium,61.1,62.0,6.91,6.86,4.21
4042,842558381,1.0,SI2,J,Ideal,62.1,56.0,6.41,6.34,3.96
4043,480667830,0.84,VS2,E,Premium,62.4,60.0,6.04,5.98,3.75
4044,915576182,1.05,VS1,J,Ideal,60.6,56.0,6.59,6.55,3.98
4045,166883704,1.05,SI2,H,Ideal,62.0,57.0,6.54,6.5,4.04
4046,554404156,0.92,SI1,I,Premium,60.7,58.0,6.3,6.25,3.81
4047,459733155,0.7,VS1,D,Ideal,62.8,54.0,5.65,5.69,3.56
4048,162160492,1.03,SI2,G,Fair,65.7,58.0,6.32,6.26,4.13
4049,818816590,1.03,SI2,I,Ideal,59.8,56.0,6.64,6.58,3.95
4050,752993095,1.03,SI2,I,Fair,65.2,56.0,6.42,6.35,4.16
4051,767508769,0.24,SI1,E,Very Good,59.9,58.0,4.06,4.1,2.44
4052,732723959,0.35,VS2,H,Ideal,61.2,56.0,4.54,4.55,2.78
4053,291129588,0.35,VS2,H,Ideal,61.7,56.0,4.55,4.59,2.82
4054,669689827,0.35,VS2,H,Ideal,61.2,56.0,4.53,4.56,2.78
4055,437897750,0.35,VS1,I,Ideal,61.7,54.0,4.54,4.57,2.81
4056,715560672,0.35,VS1,I,Ideal,62.1,54.0,4.54,4.57,2.83
4057,212211454,0.36,SI1,G,Ideal,61.5,54.0,4.6,4.63,2.84
4058,883849908,0.36,SI1,G,Ideal,61.1,55.0,4.58,4.62,2.81
4059,736129258,0.36,SI1,G,Ideal,61.4,55.0,4.61,4.64,2.84
4060,101350263,0.32,SI1,G,Ideal,62.6,55.0,4.41,4.38,2.75
4061,530984041,0.32,SI2,D,Good,64.1,54.0,4.37,4.34,2.79
4062,960102058,0.34,SI2,E,Very Good,63.1,56.0,4.51,4.46,2.83
4063,467451286,0.31,SI1,D,Premium,62.0,58.0,4.3,4.35,2.68
4064,970491805,0.31,SI1,D,Good,63.5,57.0,4.28,4.32,2.73
4065,959545150,0.31,SI1,D,Ideal,62.3,54.0,4.33,4.37,2.71
4066,183572362,0.31,SI1,D,Premium,61.4,58.0,4.33,4.36,2.67
4067,773687842,0.31,SI1,D,Good,63.4,55.0,4.28,4.3,2.72
4068,482252966,0.31,SI1,D,Ideal,61.9,57.0,4.33,4.36,2.69
4069,211320734,0.31,SI1,D,Ideal,62.7,56.0,4.32,4.36,2.72
4070,563995765,0.31,SI1,D,Very Good,63.0,55.0,4.32,4.34,2.73
4071,407304586,0.31,SI1,D,Ideal,62.0,55.0,4.36,4.38,2.71
4072,228156966,0.31,VVS1,I,Ideal,61.4,54.0,4.38,4.41,2.7
4073,721468819,0.31,SI1,D,Good,63.5,56.0,4.29,4.31,2.73
4074,921610573,0.31,SI1,D,Ideal,61.8,57.0,4.32,4.36,2.68
4075,842878567,0.31,SI1,D,Ideal,62.4,56.0,4.33,4.35,2.71
4076,753708030,0.31,SI1,D,Very Good,61.7,59.0,4.31,4.35,2.67
4077,239505295,0.31,SI1,D,Ideal,61.7,57.0,4.34,4.38,2.69
4078,306354263,0.31,SI1,D,Good,63.1,57.0,4.3,4.32,2.72
4079,634676155,0.31,SI1,D,Ideal,61.4,55.0,4.35,4.38,2.68
4080,494128336,0.31,SI1,D,Good,63.4,58.0,4.32,4.35,2.75
4081,154074199,0.91,SI2,G,Very Good,60.0,57.0,6.27,6.32,3.78
4082,420765487,0.78,VS2,F,Ideal,60.4,58.0,6.0,5.95,3.61
4083,159253483,0.78,VS2,F,Ideal,61.5,56.0,5.94,5.9,3.64
4084,175279509,0.78,VS2,F,Ideal,62.3,56.0,5.91,5.88,3.67
4085,191740854,1.01,SI2,F,Good,63.8,57.0,6.31,6.36,4.04
4086,966913850,0.77,VS2,F,Ideal,61.8,56.0,5.9,5.92,3.65
4087,426469520,0.96,SI2,E,Fair,65.6,58.0,6.11,6.15,4.02
4088,403532970,0.9,SI2,D,Very Good,60.3,63.0,6.12,6.22,3.72
4089,535619559,0.9,SI2,D,Very Good,60.6,61.0,6.14,6.2,3.74
4090,161747908,0.9,SI2,D,Very Good,63.0,58.0,6.12,6.16,3.87
4091,301038817,0.9,SI2,D,Good,60.3,64.0,6.1,6.14,3.69
4092,611242151,0.78,VS2,D,Very Good,63.0,58.0,5.8,5.86,3.67
4093,441487338,1.02,SI2,J,Good,63.4,56.0,6.36,6.42,4.05
4094,733723787,1.02,SI2,J,Very Good,62.6,60.0,6.39,6.42,4.01
4095,552177102,0.92,SI2,F,Very Good,60.6,63.0,6.34,6.25,3.81
4096,113304266,0.9,VS2,I,Very Good,62.1,61.0,6.08,6.12,3.79
4097,297680891,0.82,VS2,G,Very Good,59.8,56.0,6.13,6.18,3.68
4098,829273368,0.84,VS2,G,Very Good,62.0,56.0,6.07,6.09,3.77
4099,717992811,0.73,VVS2,E,Ideal,61.6,55.0,5.8,5.83,3.58
4100,309367912,0.7,VS1,D,Ideal,62.2,56.0,5.69,5.72,3.55
4101,648683650,1.01,VS2,J,Premium,59.8,61.0,6.47,6.43,3.86
4102,989239139,0.7,VVS1,F,Very Good,60.6,60.0,5.67,5.7,3.45
4103,352923461,0.65,IF,G,Ideal,60.1,57.0,5.61,5.65,3.38
4104,730197178,0.7,VVS1,F,Good,61.2,61.0,5.71,5.79,3.52
4105,555243971,1.0,SI2,J,Good,57.8,61.0,6.54,6.58,3.79
4106,442976139,0.92,SI2,H,Fair,64.5,60.0,6.06,6.01,3.89
4107,380538459,0.78,VS1,F,Ideal,61.6,56.0,5.9,5.92,3.64
4108,110742281,0.74,VVS1,G,Ideal,62.1,54.0,5.8,5.83,3.61
4109,692941090,1.08,SI2,J,Ideal,61.8,57.0,6.56,6.58,4.06
4110,684302665,0.9,SI1,I,Ideal,62.0,56.0,6.16,6.23,3.84
4111,872379783,0.91,SI2,E,Good,63.9,61.0,6.03,6.09,3.87
4112,935515631,0.9,VS2,H,Fair,64.8,58.0,6.07,6.03,3.92
4113,953275703,0.9,VS2,H,Good,64.0,57.0,6.14,6.11,3.92
4114,166818695,0.9,VS2,H,Fair,64.6,55.0,6.07,6.0,3.9
4115,536757556,0.78,VS1,E,Premium,62.2,58.0,5.9,5.86,3.66
4116,391110727,0.81,VS2,E,Ideal,62.0,55.0,5.99,5.97,3.71
4117,458955784,0.79,SI1,G,Premium,61.2,56.0,6.0,5.96,3.66
4118,723282287,0.79,VS2,E,Very Good,62.7,56.0,5.85,5.88,3.68
4119,816211653,0.9,VS2,I,Premium,62.4,58.0,6.16,6.22,3.86
4120,519291285,0.9,SI2,G,Very Good,62.4,55.0,6.13,6.17,3.84
4121,981538909,0.91,SI2,F,Good,63.8,59.0,6.04,6.09,3.87
4122,666298496,0.93,SI2,D,Good,63.4,59.0,6.15,6.18,3.91
4123,196524964,0.71,VS2,D,Ideal,59.9,57.0,5.8,5.83,3.48
4124,682219932,0.72,VS1,G,Ideal,62.0,56.0,5.74,5.78,3.57
4125,633563962,1.01,SI2,F,Fair,64.6,59.0,6.19,6.25,4.2
4126,226621808,0.64,VVS2,E,Very Good,61.8,59.0,5.51,5.53,3.41
4127,526859518,1.0,SI2,G,Fair,64.7,58.0,6.24,6.19,4.02
4128,623263762,1.0,SI2,G,Good,58.1,65.0,6.48,6.46,3.76
4129,811255587,1.52,I1,I,Premium,61.2,58.0,7.43,7.35,4.52
4130,894549231,1.13,I1,F,Ideal,62.2,55.0,6.63,6.68,4.14
4131,322754889,0.7,IF,G,Very Good,58.5,60.0,5.83,5.87,3.42
4132,884012423,0.75,VS1,E,Very Good,61.9,58.0,5.83,5.86,3.62
4133,496058844,0.72,VS2,D,Ideal,62.0,54.8,5.73,5.76,3.56
4134,827367962,1.06,I1,F,Ideal,62.1,55.0,6.54,6.57,4.07
4135,471349481,1.06,I1,F,Ideal,61.8,55.0,6.55,6.58,4.06
4136,697861628,0.81,VS1,G,Very Good,62.6,55.0,5.92,5.97,3.72
4137,702099958,0.95,SI1,I,Very Good,61.0,61.0,6.29,6.37,3.86
4138,430348582,0.86,VVS2,I,Ideal,61.4,58.0,6.07,6.1,3.74
4139,310863949,0.77,VS2,G,Ideal,62.1,56.0,5.84,5.88,3.64
4140,251581046,0.81,VS1,G,Ideal,62.3,57.0,5.99,5.95,3.72
4141,228527960,1.13,I1,H,Premium,62.7,59.0,6.63,6.58,4.14
4142,676954139,0.71,IF,G,Premium,61.9,58.0,5.74,5.77,3.56
4143,816414058,0.9,SI1,H,Premium,62.7,58.0,6.14,6.2,3.87
4144,590704739,0.9,VS1,I,Ideal,62.4,57.0,6.17,6.21,3.86
4145,323867498,1.07,SI2,G,Fair,66.8,57.0,6.34,6.26,4.21
4146,876805289,0.92,SI1,I,Premium,58.8,59.0,6.36,6.33,3.73
4147,119125141,1.07,SI2,G,Premium,62.2,58.0,6.56,6.49,4.06
4148,706542391,1.01,SI2,E,Good,63.9,58.0,6.31,6.37,4.05
4149,412839331,1.04,SI2,H,Very Good,62.4,58.0,6.4,6.49,4.02
